Geography,zip,Less than high school graduate,High school graduate or higher,Some college or associates degree,Bachelor degree or higher,Graduate degree or higher
860Z200US75839,75839,646,8499,1771,1802,166
860Z200US75840,75840,721,8877,1550,2244,264
860Z200US75844,75844,452,7868,1331,1906,260
860Z200US75845,75845,444,3420,607,821,67
860Z200US75846,75846,323,3634,599,964,110
860Z200US75847,75847,146,2398,336,557,82
860Z200US75848,75848,3,168,51,23,0
860Z200US75849,75849,19,216,18,51,6
860Z200US75850,75850,325,1950,242,330,12
860Z200US75851,75851,889,7675,1095,746,103
860Z200US75852,75852,790,5003,703,836,43
860Z200US75853,75853,18,1750,235,549,57
860Z200US75855,75855,152,4776,700,991,89
860Z200US75856,75856,0,247,39,183,0
860Z200US75858,75858,8,109,11,0,0
860Z200US75859,75859,346,4409,537,1641,186
860Z200US75860,75860,798,9047,1545,1442,140
860Z200US75861,75861,120,2553,437,435,12
860Z200US75862,75862,1008,16152,2649,2930,279
860Z200US75865,75865,0,0,0,0,0
860Z200US75884,75884,1083,6120,937,245,40
860Z200US75886,75886,928,5280,728,229,8
860Z200US75901,75901,3507,36263,6436,10480,1386
860Z200US75903,75903,97,0,39,0,0
860Z200US75904,75904,3120,47733,8708,11622,1890
860Z200US75925,75925,475,4382,772,712,77
860Z200US75926,75926,102,1890,306,334,34
860Z200US75928,75928,108,1983,289,0,0
860Z200US75929,75929,146,2269,611,221,25
860Z200US75930,75930,251,3140,284,441,30
860Z200US75931,75931,184,3654,483,999,102
860Z200US75932,75932,285,2164,383,146,22
860Z200US75933,75933,138,2049,198,335,22
860Z200US75934,75934,0,171,60,84,0
860Z200US75935,75935,1690,16137,2466,2907,353
860Z200US75936,75936,114,1656,193,260,40
860Z200US75937,75937,187,1934,295,502,26
860Z200US75938,75938,213,3555,555,762,62
860Z200US75939,75939,899,7575,1213,1083,129
860Z200US75941,75941,1340,10546,2104,2587,272
860Z200US75942,75942,102,180,0,0,0
860Z200US75943,75943,51,1934,333,938,163
860Z200US75944,75944,96,1434,250,313,56
860Z200US75946,75946,429,5826,1097,1672,152
860Z200US75948,75948,581,9392,1651,2328,498
860Z200US75949,75949,725,13333,2373,1937,160
860Z200US75951,75951,1084,24682,3087,3916,375
860Z200US75954,75954,403,3866,673,755,81
860Z200US75956,75956,954,11446,1546,1059,255
860Z200US75959,75959,145,1198,167,263,25
860Z200US75960,75960,251,463,165,60,0
860Z200US75961,75961,1560,19181,4285,4676,456
860Z200US75962,75962,0,947,2435,68,0
860Z200US75964,75964,3288,23513,4153,5570,836
860Z200US75965,75965,771,21522,5897,11792,1699
860Z200US75966,75966,670,6880,988,527,52
860Z200US75968,75968,366,2818,603,393,82
860Z200US75969,75969,840,6080,1263,1317,113
860Z200US75972,75972,864,9604,906,1799,287
860Z200US75973,75973,392,4073,733,945,84
860Z200US75974,75974,439,3418,575,651,32
860Z200US75975,75975,487,5867,1279,836,87
860Z200US75976,75976,188,1254,318,256,68
860Z200US75977,75977,69,627,127,15,0
860Z200US75979,75979,2154,16660,2464,2431,359
860Z200US75980,75980,418,3525,788,422,50
860Z200US76001,76001,2124,49135,8121,27206,2850
860Z200US76002,76002,2283,41951,8387,19468,2213
860Z200US76005,76005,173,6290,536,6183,1146
860Z200US76006,76006,1557,34421,7433,16735,2361
860Z200US76008,76008,409,31809,4158,23339,3470
860Z200US76009,76009,3221,26090,3332,5006,580
860Z200US76010,76010,13422,51407,9747,10014,952
860Z200US76011,76011,2900,28730,6223,11254,1529
860Z200US76012,76012,1695,41086,6335,21559,2988
860Z200US76013,76013,2333,46045,9892,25820,3301
860Z200US76014,76014,5432,38323,6318,9958,853
860Z200US76015,76015,1212,24638,4558,9350,1103
860Z200US76016,76016,1128,46953,8241,24261,3028
860Z200US76017,76017,3213,65794,13010,29696,3540
860Z200US76018,76018,3155,33148,6375,11878,1486
860Z200US76020,76020,2912,48924,9101,13112,1204
860Z200US76021,76021,1445,52917,9626,30712,3456
860Z200US76022,76022,1003,20724,4759,7208,657
860Z200US76023,76023,700,10920,1730,2757,146
860Z200US76028,76028,4701,109012,18484,40381,4652
860Z200US76031,76031,2517,24275,3451,4981,400
860Z200US76033,76033,2644,40958,6577,9792,1023
860Z200US76034,76034,256,38269,4985,33037,5174
860Z200US76035,76035,182,4002,657,1714,221
860Z200US76036,76036,1998,42299,7298,14751,1887
860Z200US76039,76039,2066,59126,10944,32067,4008
860Z200US76040,76040,2824,40505,7992,16642,1840
860Z200US76041,76041,22,1266,389,231,0
860Z200US76043,76043,455,11682,1875,4319,313
860Z200US76044,76044,420,11492,1947,2902,282
860Z200US76048,76048,2384,40923,6923,14243,1623
860Z200US76049,76049,1354,49265,8024,22156,2764
860Z200US76050,76050,736,11284,2094,2180,170
860Z200US76051,76051,2214,75494,10639,51998,6870
860Z200US76052,76052,1029,36338,6424,22167,2806
860Z200US76053,76053,2615,42128,7522,15990,1727
860Z200US76054,76054,303,18321,3359,11769,1414
860Z200US76055,76055,281,5182,1090,724,140
860Z200US76058,76058,2906,26696,4971,5730,678
860Z200US76059,76059,605,5986,1282,2003,239
860Z200US76060,76060,1119,12036,2027,4857,505
860Z200US76061,76061,0,118,59,0,0
860Z200US76063,76063,4688,106675,19984,53768,7291
860Z200US76064,76064,350,2587,426,997,173
860Z200US76065,76065,2062,58393,10580,27191,3174
860Z200US76066,76066,526,5866,731,2405,559
860Z200US76067,76067,2229,29786,4573,4793,495
860Z200US76070,76070,0,1184,256,38,19
860Z200US76071,76071,475,6137,975,1342,102
860Z200US76073,76073,571,11087,1606,3061,185
860Z200US76077,76077,69,882,144,253,65
860Z200US76078,76078,659,13717,2556,3434,218
860Z200US76082,76082,2540,33688,6395,6693,552
860Z200US76084,76084,1068,17409,2668,3389,451
860Z200US76085,76085,1458,17184,3436,4345,531
860Z200US76086,76086,2080,30425,6020,8903,977
860Z200US76087,76087,2221,46097,7638,23514,2700
860Z200US76088,76088,1021,22900,3620,7709,628
860Z200US76092,76092,578,40819,3582,37417,6511
860Z200US76093,76093,561,4527,947,845,109
860Z200US76102,76102,1969,18140,2561,8649,1410
860Z200US76103,76103,3571,18461,3060,5431,792
860Z200US76104,76104,3659,21078,3066,6706,894
860Z200US76105,76105,6374,20546,3571,1992,222
860Z200US76106,76106,10865,31873,5279,4373,316
860Z200US76107,76107,2611,43724,5109,33359,4671
860Z200US76108,76108,3869,63509,11643,21190,2686
860Z200US76109,76109,448,33200,5299,30009,4758
860Z200US76110,76110,7854,32178,5471,15995,2079
860Z200US76111,76111,4828,23623,3745,5426,433
860Z200US76112,76112,5104,57246,10532,16327,1826
860Z200US76114,76114,4678,34806,5316,7249,775
860Z200US76115,76115,5603,16872,2740,5156,1032
860Z200US76116,76116,4479,68060,11411,28587,3504
860Z200US76117,76117,6454,39981,5649,6126,581
860Z200US76118,76118,1635,24194,4624,9281,1233
860Z200US76119,76119,11691,53235,8880,6888,643
860Z200US76120,76120,1277,27211,5390,11681,1224
860Z200US76123,76123,3201,53084,8814,22229,2942
860Z200US76126,76126,1115,36193,5673,21442,2968
860Z200US76127,76127,363,2649,421,169,32
860Z200US76129,76129,0,547,1134,115,7
860Z200US76131,76131,3366,67022,11454,33366,3808
860Z200US76132,76132,788,40814,5677,23911,3693
860Z200US76133,76133,5119,71212,12230,26237,4277
860Z200US76134,76134,3642,37190,6730,9801,1455
860Z200US76135,76135,2043,27861,4957,8047,1075
860Z200US76137,76137,4005,82909,16305,34010,3306
860Z200US76140,76140,4133,38516,7419,8485,924
860Z200US76148,76148,1993,36014,6215,11076,741
860Z200US76155,76155,416,9324,1940,5669,833
860Z200US76164,76164,4845,12533,1843,1300,103
860Z200US76177,76177,786,31365,5962,19355,2028
860Z200US76179,76179,4466,102337,17518,39082,4658
860Z200US76180,76180,2772,54038,10381,22751,2566
860Z200US76182,76182,1256,45417,8091,24076,2433
860Z200US76201,76201,1207,27290,13794,16475,2233
860Z200US76203,76203,0,72,540,0,0
860Z200US76205,76205,1605,26350,6939,14852,1483
860Z200US76207,76207,1036,24105,5115,13566,2071
860Z200US76208,76208,2148,36178,6119,16063,2027
860Z200US76209,76209,2049,34994,8178,16223,2399
860Z200US76210,76210,2449,64325,12067,34514,4585
860Z200US76225,76225,235,5162,921,1570,209
860Z200US76226,76226,452,52388,6353,44073,5171
860Z200US76227,76227,1753,69482,12049,37780,4483
860Z200US76228,76228,95,2057,313,578,40
860Z200US76230,76230,956,15371,2217,3035,188
860Z200US76233,76233,235,5010,846,1547,204
860Z200US76234,76234,1972,27228,5371,8374,1258
860Z200US76238,76238,17,834,140,203,25
860Z200US76239,76239,15,2004,437,430,70
860Z200US76240,76240,3064,40968,7495,11790,1511
860Z200US76241,76241,0,20,10,0,0
860Z200US76244,76244,3376,99266,15850,53958,6059
860Z200US76245,76245,266,3222,599,888,96
860Z200US76247,76247,422,25029,4911,9032,902
860Z200US76248,76248,1189,56047,7672,43199,5566
860Z200US76249,76249,409,13448,2641,6240,445
860Z200US76250,76250,53,1241,259,381,46
860Z200US76251,76251,39,1120,197,311,13
860Z200US76252,76252,175,4249,667,1747,223
860Z200US76253,76253,62,374,63,9,0
860Z200US76255,76255,672,7980,1496,1841,219
860Z200US76258,76258,998,10169,1650,4842,475
860Z200US76259,76259,694,7660,1238,2614,402
860Z200US76261,76261,18,288,23,111,6
860Z200US76262,76262,1592,56808,8495,41211,5318
860Z200US76263,76263,6,36,6,0,0
860Z200US76264,76264,51,2216,316,805,62
860Z200US76265,76265,95,2577,391,732,48
860Z200US76266,76266,1595,27319,4943,9623,1359
860Z200US76267,76267,0,100,14,0,0
860Z200US76268,76268,24,175,38,0,0
860Z200US76270,76270,236,3543,531,718,57
860Z200US76271,76271,128,2984,550,1117,95
860Z200US76272,76272,510,8055,1470,2558,237
860Z200US76273,76273,916,16602,2639,4044,714
860Z200US76301,76301,2528,20988,3476,2907,539
860Z200US76302,76302,1057,16061,3037,5234,571
860Z200US76305,76305,356,8043,1292,2253,188
860Z200US76306,76306,1443,19396,3069,4810,554
860Z200US76308,76308,814,27511,6914,11808,1880
860Z200US76309,76309,1190,20137,3480,5982,700
860Z200US76310,76310,1065,28849,5644,11211,1439
860Z200US76311,76311,56,5758,2577,1600,313
860Z200US76351,76351,161,2465,309,701,79
860Z200US76354,76354,1076,18687,2881,4968,749
860Z200US76357,76357,37,794,106,226,35
860Z200US76360,76360,226,3779,667,1003,84
860Z200US76363,76363,37,404,71,38,4
860Z200US76364,76364,10,330,35,145,26
860Z200US76365,76365,327,6998,1253,2469,301
860Z200US76366,76366,146,3003,441,841,119
860Z200US76367,76367,2608,20647,2966,4458,662
860Z200US76370,76370,37,869,20,360,36
860Z200US76371,76371,223,2198,361,389,55
860Z200US76372,76372,103,1507,170,277,26
860Z200US76373,76373,69,146,14,75,0
860Z200US76374,76374,331,5781,898,1563,189
860Z200US76377,76377,43,784,118,123,12
860Z200US76379,76379,27,878,180,181,4
860Z200US76380,76380,352,5305,769,1672,93
860Z200US76384,76384,2012,16387,2791,3748,313
860Z200US76388,76388,27,348,38,77,4
860Z200US76389,76389,167,2200,260,480,29
860Z200US76401,76401,2455,37459,8959,17185,1931
860Z200US76402,76402,0,140,561,5,0
860Z200US76424,76424,1060,12185,2044,2960,281
860Z200US76426,76426,1548,15302,2374,5348,661
860Z200US76427,76427,80,1378,273,284,1
860Z200US76429,76429,20,281,7,117,0
860Z200US76430,76430,150,3386,739,1401,81
860Z200US76431,76431,568,6261,937,1089,72
860Z200US76432,76432,160,1672,321,301,47
860Z200US76433,76433,89,3165,362,1775,275
860Z200US76435,76435,71,784,111,180,6
860Z200US76436,76436,0,152,32,69,0
860Z200US76437,76437,406,8205,1964,3062,343
860Z200US76439,76439,0,0,0,0,0
860Z200US76442,76442,845,10408,1957,2223,309
860Z200US76443,76443,90,2885,450,882,54
860Z200US76444,76444,565,5576,738,1482,111
860Z200US76445,76445,8,672,91,201,85
860Z200US76446,76446,1186,10916,1934,3312,443
860Z200US76448,76448,486,8216,1018,2958,417
860Z200US76449,76449,138,4246,722,1290,171
860Z200US76450,76450,1145,19073,3236,5497,574
860Z200US76452,76452,5,271,96,51,0
860Z200US76453,76453,85,2482,303,1024,216
860Z200US76454,76454,263,2272,455,352,32
860Z200US76455,76455,117,1067,128,420,24
860Z200US76457,76457,253,6223,915,1646,175
860Z200US76458,76458,1124,8102,1397,1862,168
860Z200US76459,76459,38,220,17,0,0
860Z200US76460,76460,0,821,141,307,17
860Z200US76462,76462,369,6028,875,2572,422
860Z200US76463,76463,49,850,141,167,7
860Z200US76464,76464,69,692,75,395,34
860Z200US76466,76466,150,577,79,183,0
860Z200US76469,76469,25,113,15,12,0
860Z200US76470,76470,510,3569,1033,568,74
860Z200US76471,76471,192,2150,401,673,121
860Z200US76472,76472,149,2241,200,1367,83
860Z200US76474,76474,3,433,138,138,12
860Z200US76475,76475,84,1543,243,448,50
860Z200US76476,76476,222,4918,880,985,122
860Z200US76481,76481,45,242,58,165,24
860Z200US76483,76483,83,1271,201,326,28
860Z200US76484,76484,57,1304,196,290,49
860Z200US76486,76486,66,2041,504,468,45
860Z200US76487,76487,154,4002,765,761,160
860Z200US76490,76490,0,42,39,0,0
860Z200US76491,76491,35,966,126,251,22
860Z200US76501,76501,2056,23007,4150,5863,544
860Z200US76502,76502,2974,64413,11191,30064,4661
860Z200US76504,76504,2810,33144,6472,8657,1295
860Z200US76511,76511,238,3791,517,502,71
860Z200US76513,76513,3100,58400,11493,23889,3362
860Z200US76518,76518,125,2155,401,306,15
860Z200US76519,76519,48,708,111,340,20
860Z200US76520,76520,1052,10118,1803,2842,271
860Z200US76522,76522,2115,58507,14004,14549,1449
860Z200US76523,76523,28,684,125,0,0
860Z200US76524,76524,597,5826,967,1344,292
860Z200US76525,76525,118,1907,266,697,113
860Z200US76527,76527,231,5993,1153,1369,154
860Z200US76528,76528,2034,29523,6049,6118,908
860Z200US76530,76530,198,4149,682,900,107
860Z200US76531,76531,490,7221,959,2175,204
860Z200US76534,76534,306,4197,761,1358,139
860Z200US76537,76537,1160,15553,2805,4209,395
860Z200US76538,76538,63,2051,356,631,47
860Z200US76539,76539,486,13813,3114,3489,350
860Z200US76541,76541,2558,24612,5894,3663,176
860Z200US76542,76542,2390,69270,15860,25223,2758
860Z200US76543,76543,2394,42843,10491,9263,1073
860Z200US76544,76544,309,25031,8297,5568,446
860Z200US76548,76548,2125,42204,8558,17086,1934
860Z200US76549,76549,2352,73392,16347,20651,2446
860Z200US76550,76550,1182,20775,3763,5206,627
860Z200US76554,76554,239,3037,598,831,98
860Z200US76556,76556,133,2932,507,583,110
860Z200US76557,76557,472,7886,1364,2516,282
860Z200US76559,76559,505,7642,1872,2672,606
860Z200US76561,76561,135,1690,274,472,62
860Z200US76565,76565,0,58,19,0,0
860Z200US76566,76566,42,447,62,196,8
860Z200US76567,76567,1056,13057,1739,2461,324
860Z200US76569,76569,88,4876,1048,1091,142
860Z200US76570,76570,278,2922,506,662,109
860Z200US76571,76571,408,14860,2335,7466,968
860Z200US76573,76573,13,0,7,0,0
860Z200US76574,76574,2181,29103,4615,7206,877
860Z200US76577,76577,251,5076,687,1633,140
860Z200US76578,76578,169,1823,302,523,49
860Z200US76579,76579,207,7125,1126,2312,250
860Z200US76596,76596,265,1871,504,116,7
860Z200US76597,76597,1050,5139,870,225,45
860Z200US76598,76598,107,782,158,6,3
860Z200US76599,76599,437,3246,650,166,5
860Z200US76621,76621,18,1501,276,597,68
860Z200US76622,76622,124,2042,507,454,35
860Z200US76623,76623,74,159,34,6,0
860Z200US76624,76624,279,3371,881,622,43
860Z200US76626,76626,103,2002,523,373,23
860Z200US76627,76627,204,2073,351,286,23
860Z200US76628,76628,26,62,9,15,0
860Z200US76629,76629,247,3019,573,443,39
860Z200US76630,76630,155,2839,737,696,147
860Z200US76631,76631,48,732,98,191,32
860Z200US76632,76632,397,2244,431,536,58
860Z200US76633,76633,281,9730,1577,2958,475
860Z200US76634,76634,686,11279,2128,3802,389
860Z200US76635,76635,117,1568,266,621,153
860Z200US76636,76636,188,2317,398,480,28
860Z200US76637,76637,45,820,118,216,27
860Z200US76638,76638,126,4549,781,1897,295
860Z200US76639,76639,172,2664,549,463,37
860Z200US76640,76640,140,4346,745,1005,15
860Z200US76641,76641,240,2414,486,417,81
860Z200US76642,76642,845,9149,1515,2363,181
860Z200US76643,76643,1027,21915,4935,9959,1339
860Z200US76645,76645,1422,15019,2815,3537,444
860Z200US76648,76648,265,4051,834,913,86
860Z200US76649,76649,45,1253,183,213,3
860Z200US76650,76650,9,127,28,0,0
860Z200US76651,76651,368,5228,911,1084,150
860Z200US76652,76652,60,1901,260,212,13
860Z200US76653,76653,163,2410,404,199,14
860Z200US76654,76654,17,292,49,99,6
860Z200US76655,76655,262,13509,2305,6218,607
860Z200US76656,76656,164,4108,736,860,105
860Z200US76657,76657,744,17226,2559,7821,991
860Z200US76660,76660,66,658,150,205,8
860Z200US76661,76661,1288,9619,2065,936,94
860Z200US76664,76664,350,5011,985,847,39
860Z200US76665,76665,289,3877,777,761,100
860Z200US76666,76666,20,297,71,31,11
860Z200US76667,76667,1270,14972,2462,2572,281
860Z200US76670,76670,247,2804,564,200,49
860Z200US76671,76671,181,3356,632,680,91
860Z200US76673,76673,112,1541,356,326,27
860Z200US76676,76676,38,426,66,189,9
860Z200US76678,76678,5,205,53,36,3
860Z200US76679,76679,112,1707,243,563,25
860Z200US76680,76680,0,397,33,66,12
860Z200US76681,76681,45,726,92,126,2
860Z200US76682,76682,188,4474,794,1199,89
860Z200US76685,76685,17,96,0,0,0
860Z200US76686,76686,5,386,91,151,6
860Z200US76687,76687,117,3339,543,875,79
860Z200US76689,76689,408,5715,1313,1150,124
860Z200US76690,76690,168,1717,170,353,55
860Z200US76691,76691,517,9239,1684,2441,274
860Z200US76692,76692,1114,15176,2606,3774,479
860Z200US76693,76693,396,2893,646,946,68
860Z200US76701,76701,233,2616,444,1109,214
860Z200US76704,76704,997,9058,1610,565,85
860Z200US76705,76705,4393,39489,8928,9069,1215
860Z200US76706,76706,3655,38798,13837,12841,1453
860Z200US76707,76707,3127,17771,3353,3503,396
860Z200US76708,76708,2971,33162,6817,10879,1480
860Z200US76710,76710,1539,35836,6800,13427,2243
860Z200US76711,76711,1567,11814,2247,2609,583
860Z200US76712,76712,1105,40314,6478,24700,4409
860Z200US76798,76798,0,1224,1717,117,0
860Z200US76801,76801,2615,36455,6928,8578,917
860Z200US76802,76802,445,8441,1462,2981,163
860Z200US76820,76820,0,299,35,87,6
860Z200US76821,76821,402,6674,1134,1633,248
860Z200US76823,76823,194,4570,695,1254,106
860Z200US76824,76824,0,0,0,0,0
860Z200US76825,76825,1064,8615,1427,2326,191
860Z200US76827,76827,114,859,210,153,9
860Z200US76828,76828,13,401,120,143,4
860Z200US76831,76831,0,0,0,0,0
860Z200US76832,76832,84,790,144,144,12
860Z200US76834,76834,489,7443,1322,2008,167
860Z200US76836,76836,0,6,2,3,0
860Z200US76837,76837,524,2602,456,333,45
860Z200US76841,76841,0,58,0,67,20
860Z200US76842,76842,50,256,51,134,16
860Z200US76844,76844,369,5036,732,1873,270
860Z200US76845,76845,7,367,40,193,14
860Z200US76848,76848,0,132,66,0,0
860Z200US76849,76849,426,5607,825,1970,243
860Z200US76852,76852,11,515,90,135,24
860Z200US76853,76853,213,2400,448,860,85
860Z200US76854,76854,118,237,0,147,15
860Z200US76856,76856,419,4572,723,2507,265
860Z200US76857,76857,169,3296,634,798,64
860Z200US76858,76858,54,294,58,115,14
860Z200US76859,76859,339,2749,407,971,112
860Z200US76861,76861,249,2627,504,816,62
860Z200US76862,76862,6,325,36,75,9
860Z200US76864,76864,69,1443,178,344,40
860Z200US76865,76865,65,318,62,30,0
860Z200US76866,76866,142,1485,191,276,12
860Z200US76869,76869,0,102,50,12,6
860Z200US76870,76870,0,139,23,68,13
860Z200US76871,76871,129,833,99,270,24
860Z200US76872,76872,48,1336,149,260,70
860Z200US76873,76873,7,100,1,86,16
860Z200US76874,76874,0,0,0,0,0
860Z200US76875,76875,31,854,104,171,19
860Z200US76877,76877,606,7035,908,1620,174
860Z200US76878,76878,126,2495,504,594,50
860Z200US76880,76880,0,0,0,0,0
860Z200US76882,76882,6,289,95,52,8
860Z200US76884,76884,17,123,28,4,2
860Z200US76885,76885,6,56,19,24,3
860Z200US76887,76887,0,180,0,48,24
860Z200US76888,76888,6,249,67,103,11
860Z200US76890,76890,90,1473,239,254,39
860Z200US76901,76901,2888,43705,8009,13350,1746
860Z200US76902,76902,0,0,0,0,0
860Z200US76903,76903,5582,40059,7636,8343,833
860Z200US76904,76904,1622,51363,11657,22681,3143
860Z200US76905,76905,1069,17358,3363,4936,451
860Z200US76908,76908,0,1504,875,410,0
860Z200US76909,76909,0,38,474,0,0
860Z200US76930,76930,13,137,43,0,0
860Z200US76932,76932,271,4714,549,654,94
860Z200US76933,76933,154,1812,289,368,45
860Z200US76934,76934,129,1607,157,348,75
860Z200US76935,76935,50,2807,512,1387,107
860Z200US76936,76936,365,3255,737,621,62
860Z200US76937,76937,21,54,0,45,0
860Z200US76939,76939,0,0,0,0,0
860Z200US76940,76940,3,27,3,8,1
860Z200US76941,76941,137,1781,418,553,23
860Z200US76943,76943,670,3953,602,870,105
860Z200US76945,76945,203,2655,451,810,114
860Z200US76950,76950,511,4038,673,820,146
860Z200US76951,76951,81,1858,257,504,72
860Z200US76953,76953,0,206,46,9,0
860Z200US76955,76955,36,274,30,54,0
860Z200US76957,76957,0,208,36,40,20
860Z200US76958,76958,0,363,72,105,0
860Z200US77002,77002,3304,31818,3759,14418,2149
860Z200US77003,77003,791,16407,2272,10254,1704
860Z200US77004,77004,1257,50505,8774,36561,6896
860Z200US77005,77005,495,35213,4090,36399,8820
860Z200US77006,77006,346,38984,3908,38773,7721
860Z200US77007,77007,728,68581,4757,72154,12038
860Z200US77008,77008,1650,59732,4723,56315,9316
860Z200US77009,77009,6657,48111,5390,26454,4237
860Z200US77010,77010,0,1665,279,1316,238
860Z200US77011,77011,5113,16548,3068,2936,210
860Z200US77012,77012,5580,15556,2368,3027,256
860Z200US77013,77013,4557,19365,3485,3346,245
860Z200US77014,77014,5229,43793,9122,12327,1166
860Z200US77015,77015,10762,61495,12619,10700,630
860Z200US77016,77016,5745,33930,6033,5484,611
860Z200US77017,77017,8578,31135,5339,5930,676
860Z200US77018,77018,1807,41191,4125,30121,5133
860Z200US77019,77019,512,36400,3301,34945,6481
860Z200US77020,77020,6407,28331,4447,6242,542
860Z200US77021,77021,2576,35850,5433,14959,2678
860Z200US77022,77022,7515,27057,4659,6327,556
860Z200US77023,77023,5187,30851,4680,10527,1615
860Z200US77024,77024,875,54598,4931,51721,8755
860Z200US77025,77025,1544,42158,3649,38068,8810
860Z200US77026,77026,5100,25767,3531,3454,248
860Z200US77027,77027,327,32123,3129,31122,5502
860Z200US77028,77028,3408,19663,3471,2362,226
860Z200US77029,77029,4002,16901,3221,2378,168
860Z200US77030,77030,254,17792,1519,18371,4373
860Z200US77031,77031,4843,16714,3142,5602,824
860Z200US77032,77032,2559,13694,2548,2580,222
860Z200US77033,77033,5497,32160,4655,4117,549
860Z200US77034,77034,6965,40611,8881,8257,509
860Z200US77035,77035,4939,43107,6322,17893,3031
860Z200US77036,77036,24419,63418,8455,18615,1938
860Z200US77037,77037,5944,13316,2022,1886,220
860Z200US77038,77038,7183,31319,4764,5279,836
860Z200US77039,77039,7576,25631,4004,2698,238
860Z200US77040,77040,7466,59646,11390,23652,2533
860Z200US77041,77041,3932,42599,6191,23191,2740
860Z200US77042,77042,3016,56764,9332,34137,4591
860Z200US77043,77043,3140,33188,4785,19925,2593
860Z200US77044,77044,5977,63361,10985,27778,3462
860Z200US77045,77045,5880,39240,6566,9255,1415
860Z200US77046,77046,0,2497,266,2011,424
860Z200US77047,77047,2519,44875,8932,18880,3079
860Z200US77048,77048,2116,25868,5093,6479,744
860Z200US77049,77049,6179,42263,9607,7984,708
860Z200US77050,77050,1715,4798,736,385,39
860Z200US77051,77051,2463,19343,3449,3886,272
860Z200US77053,77053,6335,34535,6094,5749,714
860Z200US77054,77054,452,41292,6024,32712,6576
860Z200US77055,77055,7259,51436,6536,29749,4310
860Z200US77056,77056,455,36233,3673,35289,6314
860Z200US77057,77057,5249,59819,8134,45241,7002
860Z200US77058,77058,1114,26911,5102,15489,2453
860Z200US77059,77059,600,25414,3216,21149,3680
860Z200US77060,77060,13439,37548,5951,4523,471
860Z200US77061,77061,5663,26838,4355,6331,592
860Z200US77062,77062,1736,34566,4982,23538,3651
860Z200US77063,77063,3011,59246,10062,38309,4673
860Z200US77064,77064,5816,62083,11758,24645,2081
860Z200US77065,77065,3655,54365,11686,20625,2441
860Z200US77066,77066,6093,46471,8360,14917,1365
860Z200US77067,77067,6013,33491,6573,5613,768
860Z200US77068,77068,1433,14550,2961,7479,662
860Z200US77069,77069,886,27997,4765,17272,2019
860Z200US77070,77070,4384,77853,12508,39450,4719
860Z200US77071,77071,3709,33791,6197,15650,2236
860Z200US77072,77072,13272,66109,11559,17258,1673
860Z200US77073,77073,5412,53171,10317,9376,931
860Z200US77074,77074,10895,34773,5215,13909,1300
860Z200US77075,77075,7864,41936,8719,10531,930
860Z200US77076,77076,9559,28152,5002,2477,248
860Z200US77077,77077,2900,91495,13030,68211,10758
860Z200US77078,77078,2861,16002,2616,2797,275
860Z200US77079,77079,2192,44795,5395,40823,6144
860Z200US77080,77080,10607,49154,6038,20930,2422
860Z200US77081,77081,16758,41819,5500,15695,2152
860Z200US77082,77082,5378,73484,13558,33869,4433
860Z200US77083,77083,11625,91682,17520,32498,3985
860Z200US77084,77084,12963,132411,25495,55457,5552
860Z200US77085,77085,4117,18356,3315,4679,439
860Z200US77086,77086,6073,31423,5121,5820,552
860Z200US77087,77087,10141,34014,5283,6876,776
860Z200US77088,77088,10652,62337,10877,12128,1295
860Z200US77089,77089,5886,71661,15302,25914,2811
860Z200US77090,77090,3211,53487,11387,17241,1750
860Z200US77091,77091,6623,33075,5516,9226,817
860Z200US77092,77092,7170,43951,7913,16950,2023
860Z200US77093,77093,15522,38472,6146,4325,232
860Z200US77094,77094,155,16109,1550,14199,1732
860Z200US77095,77095,5236,98914,17915,53474,5641
860Z200US77096,77096,2231,45548,5551,31684,5370
860Z200US77098,77098,90,23920,1998,24516,5762
860Z200US77099,77099,9294,54503,9508,14980,1348
860Z200US77204,77204,0,1079,3257,603,35
860Z200US77301,77301,6023,40402,6123,12040,1433
860Z200US77302,77302,1870,26630,4338,7045,713
860Z200US77303,77303,3011,31714,5523,5126,793
860Z200US77304,77304,2523,55284,10193,28772,3889
860Z200US77306,77306,3957,14906,2803,2965,367
860Z200US77316,77316,1294,44045,6566,24398,2054
860Z200US77318,77318,1751,30245,4527,9743,1067
860Z200US77320,77320,5590,60222,9327,11610,1272
860Z200US77326,77326,41,485,19,0,0
860Z200US77327,77327,5260,38261,6230,6028,735
860Z200US77328,77328,2972,23944,3743,3083,350
860Z200US77331,77331,734,12519,1729,3188,628
860Z200US77334,77334,0,328,122,126,0
860Z200US77335,77335,586,3862,707,601,98
860Z200US77336,77336,1038,15548,3297,4739,542
860Z200US77338,77338,4098,62523,13579,15276,1476
860Z200US77339,77339,1908,63277,11665,30759,4102
860Z200US77340,77340,2140,43395,12601,13857,2085
860Z200US77341,77341,0,0,0,0,0
860Z200US77342,77342,0,0,0,0,0
860Z200US77345,77345,788,36206,4725,29105,4220
860Z200US77346,77346,2963,96562,16443,54194,5827
860Z200US77350,77350,28,215,31,15,3
860Z200US77351,77351,4939,53397,8454,10206,1314
860Z200US77354,77354,2739,55768,8492,29220,3443
860Z200US77355,77355,2907,44734,8162,16517,1352
860Z200US77356,77356,1268,47029,8143,25666,2919
